sampleid,doi,doilink,L1,L2,L3,L4,Linf,errMax,errMin,TF_mat_complete,avgZT_raw_on_Ts_ZT,avgZT_TEP_on_Ts_TEP,peakZT_raw_on_Ts_ZT,peakZT_TEP_on_Ts_TEP,dpeakZT,davgZT
11,10.1039/c5ee02979a,https://doi.org/10.1039/c5ee02979a,0.029593729682807792,0.035789338943835736,0.03980990924675374,0.042702784393677605,0.06433082889431652,0.06433082889431652,-0.005236704752131116,True,0.813881716039293,0.7880715672880678,1.3901540867962467,1.3328187555491682,0.05733533124707857,0.025810148751225226
12,10.1126/science.aaa4166,https://doi.org/10.1126/science.aaa4166,0.022181899643977696,0.02518635974525493,0.026844140354508033,0.028072620878265994,0.039181069371610144,0.039181069371610144,-0.011180652655772061,True,1.428335020687645,1.4045429277877979,1.85714,1.8471287811282817,0.010011218871718297,0.023792092899847184
13,10.1038/ncomms10287,https://doi.org/10.1038/ncomms10287,-0.022545876236356274,0.037618166991162674,-0.0424516846081793,0.04886706739593935,0.09061224820748581,0.053901094572301966,-0.09061224820748581,True,0.6626490714642785,0.6936488266820572,0.994876033057851,1.07766877243387,-0.08279273937601905,-0.030999755217778646
14,10.1002/aenm.201100149,https://doi.org/10.1002/aenm.201100149,0.012637369275660192,0.013484504684636838,0.014195239677028829,0.01478702742287707,0.020697416297602356,0.020697416297602356,0.0021060852511292083,True,0.9774077137278809,0.9655779467663101,1.0597071248237115,1.0576010395725823,0.0021060852511292083,0.011829766961570787
15,10.1103/PhysRevLett.108.166601,https://doi.org/10.1103/PhysRevLett.108.166601,-0.004803443222996568,0.012542823761073988,-0.014017134092070968,0.016761380585307434,0.03305253430670341,0.020989285155002313,-0.03305253430670341,True,1.0175432104066753,1.0256669291482337,1.332909227742511,1.365709938954938,-0.032800711212427114,-0.008123718741558372
16,10.1038/am.2016.67,https://doi.org/10.1038/am.2016.67,0.0035173730161799075,0.004855072982637434,0.005644065144833863,0.006320706477633665,0.012451919424977476,0.012451919424977476,-0.003276607026284406,True,0.9853393433718222,0.9820930947341019,1.1037112932259592,1.0915002325642058,0.01221106066175337,0.0032462486377202726
17,10.1038/nature09996,https://doi.org/10.1038/nature09996,0.00032212281092880316,0.008314511745989177,-0.008159382262422691,0.011739294927596046,0.028084489703920967,0.015803479219318906,-0.028084489703920967,True,0.9733179621381792,0.9669352530974125,1.7532852151114782,1.779639254918565,-0.026354039807086727,0.006382709040766765
18,10.1039/c0ee00456a,https://doi.org/10.1039/c0ee00456a,-0.012736777909267008,0.019347181594913578,-0.02434419304958382,0.028753053316576866,0.06720295161925782,0.008508864934665919,-0.06720295161925782,True,0.8214203891228009,0.8359460227577107,1.48542,1.552553372229571,-0.06713337222957105,-0.014525633634909774
19,10.1126/science.1156446,https://doi.org/10.1126/science.1156446,0.002085343704768944,0.010182074781384068,0.009117819771447712,0.012018983692516687,0.021136761330187825,0.021136761330187825,-0.017399784500449655,True,1.2356520834488902,1.233821991213059,1.4401192292268206,1.4347087026609828,0.005410526565837737,0.0018300922358311933
20,10.1038/nature08088,https://doi.org/10.1038/nature08088,-0.03324921964853423,0.046597336688111536,-0.053950000417795956,0.05890408015476236,0.09589542614775515,0.00584399158955983,-0.09589542614775515,True,0.4524799034022062,0.45391680397703044,1.48173913043478,1.4821012767724702,-0.00036214633769016125,-0.0014369005748242625
21,10.1038/nmat1154,https://doi.org/10.1038/nmat1154,,,,,,,,False,,,,,,
22,10.1038/35098012,https://doi.org/10.1038/35098012,,,,,,,,False,,,,,,
23,10.1073/pnas.1403601111,https://doi.org/10.1073/pnas.1403601111,0.042384377971308854,0.046163921976705186,0.048867626529809506,0.05097208405847967,0.07444221044639132,0.07444221044639132,0.0024458253310293276,True,1.120665997963219,1.0460386752567066,2.01094,1.9368980428029876,0.07404195719701256,0.0746273227065124
24,10.1038/ncomms10892,https://doi.org/10.1038/ncomms10892,,,,,,,,False,,,,,,
25,10.1021/ja306527n,https://doi.org/10.1021/ja306527n,0.0019044242541648895,0.04368840246029485,0.03811203896228115,0.05062188465105009,0.07837599091764358,0.07837599091764358,-0.05602287527556299,True,0.5446547028624229,0.543751504122636,1.30522088353413,1.2675431698257822,0.037677713708347715,0.0009031987397869479
26,10.1021/ja301772w,https://doi.org/10.1021/ja301772w,0.11651655256588198,0.12534450698152352,0.13270341287637744,0.1386899485576155,0.18851752353176188,0.18851752353176188,0.050233959406075585,True,0.6020454984428388,0.4864059572363586,1.21968031968031,1.0380461023000593,0.18163421738025076,0.11563954120648023
27,10.1038/nature13184,https://doi.org/10.1038/nature13184,0.011138625909278443,0.05603033475366384,0.07828153203099451,0.0989878180730872,0.2329162500752866,0.2329162500752866,-0.04986602052306788,True,0.9567831699858859,0.9464082472152736,2.6167583726058967,2.6662672430300716,-0.049508870424174845,0.01037492277061225
28,10.1126/science.aad3749,https://doi.org/10.1126/science.aad3749,0.041276839288872415,0.04441306501777426,0.04730598093381127,0.04987521370203309,0.07843011462681115,0.07843011462681115,0.012456001631019786,True,1.5400310407219902,1.5046214836524203,2.0467778632850426,2.008977221073179,0.03780064221186352,0.03540955706956983
29,10.1063/1.4807771,https://doi.org/10.1063/1.4807771,,,,,,,,False,,,,,,
30,10.1063/1.4807771,https://doi.org/10.1063/1.4807771,,,,,,,,False,,,,,,
31,10.1016/j.jssc.2006.12.010,https://doi.org/10.1016/j.jssc.2006.12.010,0.00092957408780718,0.001066909496143133,0.0011596011438700753,0.0012366148198416425,0.00201469607454019,0.00201469607454019,-0.00024371121872190926,True,0.7461407259735232,0.746082216120837,0.856023506366307,0.8559383889261054,8.511744020156531e-05,5.8509852686183805e-05
32,10.1016/j.jallcom.2007.05.063,https://doi.org/10.1016/j.jallcom.2007.05.063,0.005166866310952107,0.005904123589997236,0.006363853451859471,0.006768801508164723,0.012172347582352527,0.012172347582352527,-0.003054791169912252,True,0.7548820212611215,0.7497314281967485,0.863016710267472,0.8587414791669091,0.004275231100562826,0.0051505930643729325
33,10.3938/jkps.66.1726,https://doi.org/10.3938/jkps.66.1726,-0.012005943672953273,0.013319890592639315,-0.014163571638013916,0.014741268500724776,0.022042047882990468,-0.0029232641280274585,-0.022042047882990468,True,0.668128244371732,0.6795893562993819,0.7287410215128938,0.7433128012797604,-0.014571779766866633,-0.01146111192764987
34,10.1063/1.3427427,https://doi.org/10.1063/1.3427427,0.006783593363412507,0.008185000631699576,0.008985236899546693,0.00976818940217596,0.018581416886969127,0.018581416886969127,-0.005814167387648617,True,1.3759707029142876,1.370497919306805,1.8018702155189772,1.7840280627866432,0.017842152732334027,0.005472783607482601
35,10.1039/c3ra23197f,https://doi.org/10.1039/c3ra23197f,-0.01466458685557665,0.019908951327827204,-0.0239412845213189,0.02686622721608168,0.04880417187481384,-0.002008863857074522,-0.04880417187481384,True,0.30984613286703744,0.3311937678538531,0.482837,0.5316411718748139,-0.04880417187481384,-0.02134763498681569
36,Enhancing Figure of Merit of Bi0.5Sb1.5Te3 Through Nano-composite Approach,https://doi.org/Enhancing Figure of Merit of Bi0.5Sb1.5Te3 Through Nano-composite Approach,0.007188274767678735,0.007490737408210802,0.007673798445420878,0.00781982788726152,0.009801337456332604,0.009801337456332604,-0.002435257117550993,True,1.2859223246428884,1.2806500134855352,1.4181954160222703,1.4094305960682814,0.008764819953988923,0.00527231115735316
37,10.1002/aenm.201401391,https://doi.org/10.1002/aenm.201401391,0.0035752141406428252,0.005632769356073335,0.0062460383636320765,0.006821985957122717,0.011720142987141635,0.011720142987141635,-0.0049695400857801,True,0.960875813363304,0.9597348619757123,1.2265014859521333,1.2284807006253837,-0.0019792146732504623,0.0011409513875916266
38,10.1002/aenm.201500411,https://doi.org/10.1002/aenm.201500411,0.001838893188714483,0.0055688488959262155,0.005478280078004503,0.007479855781712432,0.015891676888511785,0.015891676888511785,-0.012808001356151122,True,1.015621761627629,1.0150289393541732,1.1871782129436326,1.1955728531306813,-0.008394640187048719,0.0005928222734559174
39,10.1007/s11664-012-2280-6,https://doi.org/10.1007/s11664-012-2280-6,0.00536717040374492,0.006185977290855716,0.006619153332855605,0.00699828221156308,0.012557431307152367,0.012557431307152367,-0.0030688085084109584,True,1.2490915491551622,1.2452526854552255,1.4700610653643877,1.4634790650050296,0.006582000359358187,0.00383886369993669
40,10.1039/c3ta12623d,https://doi.org/10.1039/c3ta12623d,-0.013940536096089801,0.015343790397599777,-0.016438159246859367,0.017279556270241414,0.02549051742131836,-0.003256996569035442,-0.02549051742131836,True,0.7395065203639679,0.7531255795699173,0.7999155466620063,0.8031725432310417,-0.003256996569035442,-0.013619059205949413
41,10.1002/adfm.201402663,https://doi.org/10.1002/adfm.201402663,-6.793213723851935e-05,0.001916440080967562,0.001130970830718864,0.002689758706129282,0.006098298372065769,0.004656523931347856,-0.006098298372065769,True,0.47918411098132,0.4792520431185585,0.767453,0.7632766870476766,0.004176312952323458,-6.793213723849112e-05
42,10.1063/1.1863440,https://doi.org/10.1063/1.1863440,0.01152440510744552,0.013158632514438325,0.014262281523014782,0.015131444534931543,0.023759522379335873,0.023759522379335873,-0.0038630299089031928,True,0.8985755169884057,0.8880350050003054,1.0087684735481304,1.0062136136574134,0.0025548598907170206,0.010540511988100243
43,10.3365/eml.2010.12.201,https://doi.org/10.3365/eml.2010.12.201,0.01901820253488261,0.01986226642481676,0.020482064313841922,0.02097694905255072,0.02758447692232413,0.02758447692232413,0.0015574904995983019,True,0.9229198243452819,0.9057489266689123,1.2034842183048433,1.178403356780818,0.025080861524025222,0.01717089767636959
44,10.1007/s11664-012-2356-3,https://doi.org/10.1007/s11664-012-2356-3,0.0023448921738251916,0.010017840841906272,0.010054720814026497,0.01199323871599893,0.019221323151370595,0.019221323151370595,-0.011665135541456317,True,1.0690813082097128,1.0635532100483631,1.2305166625621955,1.2227800683009147,0.007736594261280816,0.005528098161349693
45,10.1039/c3ce40643a,https://doi.org/10.1039/c3ce40643a,0.0003570048366340437,0.002091803417688462,0.002190224108787606,0.002773695003338337,0.004922300280054609,0.004922300280054609,-0.00290155011242782,True,0.21698896896158118,0.21710895932910523,0.24422002694533207,0.24206096078761627,0.0021590661577158,-0.00011999036752405323
46,10.1021/nl101156v,https://doi.org/10.1021/nl101156v,0.007329906951751796,0.01136618739347774,0.01166592281023497,0.012931270732156091,0.021623594202420438,0.021623594202420438,-0.011381613060500895,True,0.893919399009179,0.8893534523757379,1.0362489636752927,1.0475391524151654,-0.011290188739872642,0.00456594663344112
47,10.1007/s11664-013-2822-6,https://doi.org/10.1007/s11664-013-2822-6,-0.0008352961859224602,0.0024499389874543427,-0.002515740632254579,0.003083539369840695,0.007319627979976873,0.0029972386741284884,-0.007319627979976873,True,0.8314402749664331,0.8336384925662342,0.8926551059427937,0.8956184958703047,-0.0029633899275109954,-0.0021982175998011
48,10.3938/jkps.64.1416,https://doi.org/10.3938/jkps.64.1416,-0.0026152769253122697,0.004200500744918809,-0.004211100786877112,0.0048675032188289094,0.008736337958156204,0.007057671636958973,-0.008736337958156204,True,0.5616003251946001,0.56403721675378,0.597125082,0.6029069341330914,-0.0057818521330913475,-0.002436891559179921
49,10.3938/jkps.65.696,https://doi.org/10.3938/jkps.65.696,-0.008352720354098331,0.017010032139233397,-0.019653693793840122,0.022165107535096106,0.04004514932753178,0.013662636781488713,-0.04004514932753178,True,1.0669432977198625,1.0758091829141583,1.137301694255112,1.1773468435826437,-0.04004514932753178,-0.008865885194295764
50,10.1007/s11664-014-3485-7,https://doi.org/10.1007/s11664-014-3485-7,-0.020508571585572098,0.026686127686965086,-0.027709310340583358,0.029301321876909706,0.04150378147312894,0.022011176386499853,-0.04150378147312894,True,1.0649845178756403,1.086650005061965,1.131329492039881,1.17283327351301,-0.04150378147312894,-0.02166548718632466
51,10.3938/jkps.64.1692,https://doi.org/10.3938/jkps.64.1692,-0.004183256432619657,0.013618844895609137,-0.014224432488817995,0.016407729508012354,0.026164076965845884,0.014760761144913204,-0.026164076965845884,True,0.8355364504398275,0.8401217883102682,0.9016736216322362,0.8952185918305435,0.006455029801692658,-0.004585337870440687
52,10.1002/aenm.201100338,https://doi.org/10.1002/aenm.201100338,-0.00048629247048096065,0.0007479442202873988,-0.0008482928580025928,0.0009509995280607872,0.0016848425047581994,0.0007593535137352947,-0.0016848425047581994,True,0.43106653148983065,0.43198717985270557,0.45264788103651354,0.4523927573845394,0.0002551236519741651,-0.0009206483628749207
53,10.1063/1.4749806,https://doi.org/10.1063/1.4749806,-0.03127909850502872,0.031896105331244186,-0.03251938509702569,0.03314838021965087,0.049472567075196094,-0.019155266240871716,-0.049472567075196094,True,0.813201821488563,0.8450847600912671,0.869643,0.904710631660691,-0.035067631660690934,-0.03188293860270408
54,10.1002/adma.201203764,https://doi.org/10.1002/adma.201203764,0.003697199970044482,0.004487898970882273,0.004899727000442907,0.0051961522246872765,0.00792411484037181,0.00792411484037181,-0.0011530318320315258,True,0.6438232258537637,0.6411010953487974,0.705882,0.7033382187276308,0.0025437812723692055,0.0027221305049662803
55,10.3390/ma8030959,https://doi.org/10.3390/ma8030959,0.008467104262592664,0.013240011566107367,0.015948194277707776,0.017952256657064406,0.029214330183614523,0.029214330183614523,-0.005424854445251093,True,0.9481497230632567,0.9459231166159741,1.0973895179913102,1.0914872882080822,0.005902229783228075,0.002226606447282675
56,10.1063/1.4916947,https://doi.org/10.1063/1.4916947,-0.00843447199417755,0.015644260144771983,-0.020316001748945822,0.023812181630658773,0.04828454191900289,0.005120952414028018,-0.04828454191900289,True,0.5921708800125741,0.5997532568417819,0.965953,0.9577813743639756,0.00817162563602436,-0.007582376829207815
57,10.1063/1.4916947,https://doi.org/10.1063/1.4916947,-0.009058281465391617,0.01331125672221812,-0.01549921090242457,0.017276257332747506,0.02999551952742685,0.009321656764943453,-0.02999551952742685,True,0.5401806274400097,0.5434875315165739,1.03043,1.0465264976252826,-0.016096497625282646,-0.003306904076564199
58,10.1039/c5tc02219c,https://doi.org/10.1039/c5tc02219c,,,,,,,,False,,,,,,
59,10.1038/srep03212,https://doi.org/10.1038/srep03212,0.02774807343645925,0.03597880133148067,0.04190205015388641,0.04655618981011368,0.07981813415921324,0.07981813415921324,-0.02290959596592501,True,0.4737376834947692,0.4414409327786909,0.9429403677430437,0.9074933321327673,0.0354470356102764,0.03229675071607829
60,10.1039/c4nr00191e,https://doi.org/10.1039/c4nr00191e,0.0011266315666243563,0.001833494930270668,0.0020587786626111724,0.002338909303990555,0.004434867518871566,0.004434867518871566,-0.0025539311045777446,True,0.13068799106317477,0.1286313653711028,0.313448,0.3130312087212009,0.00041679127879912237,0.0020566256920719617
61,10.1109/ICT.2003.1287440,https://doi.org/10.1109/ICT.2003.1287440,,,,,,,,False,,,,,,
62,10.1021/nl203389x,https://doi.org/10.1021/nl203389x,-0.011396285199952196,0.013200252807008922,-0.014431687639920041,0.015277725970361516,0.020397946097139963,-0.002379341383419775,-0.020397946097139963,True,0.5331175856442454,0.5434193866650615,0.618176,0.6385739460971399,-0.020397946097139963,-0.010301801020816126
63,10.1016/j.jallcom.2013.03.062,https://doi.org/10.1016/j.jallcom.2013.03.062,-0.0038249845726194185,0.006711732462695908,-0.007418183687590235,0.008332443022050454,0.016338098652097233,0.006171024087677057,-0.016338098652097233,True,0.7441755394470284,0.7506391978092138,1.1441320739399488,1.153975191341035,-0.009843117401086232,-0.0064636583621854315
64,10.1021/nl2034859,https://doi.org/10.1021/nl2034859,0.040470881249984346,0.056610062533028624,0.06715630075630301,0.07461004139996172,0.13090272440016826,0.13090272440016826,0.001395597857369907,True,0.1791664556556279,0.14299143002414977,0.553111,0.42941725963251104,0.12369374036748898,0.03617502563147812
65,10.1039/c4ta01554a,https://doi.org/10.1039/c4ta01554a,0.0007306973513269006,0.0038559350583359043,0.0032485440925777475,0.004804168504789281,0.011242678052826305,0.011242678052826305,-0.007195190923455108,True,0.9816785628394239,0.9854166238004028,1.276542198,1.2737528114137655,0.00278938658623451,-0.0037380609609789506
66,10.1063/1.2425007,https://doi.org/10.1063/1.2425007,-0.0025136974951171635,0.009380856652131,-0.009675149955001728,0.01189384918201137,0.022575196377660145,0.012726493296154828,-0.022575196377660145,True,1.2388288694449998,1.2413425669401164,1.3582211233370012,1.3757037917479336,-0.017482668410932378,-0.0025136974951165403
67,10.1088/0957-4484/24/28/285702,https://doi.org/10.1088/0957-4484/24/28/285702,0.005741007533408793,0.007438102738113381,0.007934271764999081,0.008568653393075505,0.01503534217116198,0.01503534217116198,-0.009579461817308621,True,1.022455047733365,1.018231290438623,1.1591464649203507,1.1524261529530961,0.006720311967254533,0.004223757294741892
68,10.1002/pssa.201228589,https://doi.org/10.1002/pssa.201228589,0.009217014723243305,0.01091777026047505,0.01238865989976534,0.013640074099692602,0.022917095335538984,0.022917095335538984,-0.00143659601254853,True,0.6638209153947667,0.6561186939597072,0.8564317402693501,0.8433327347950985,0.01309900547425158,0.0077022214350594975
69,10.1103/PhysRevB.90.085118,https://doi.org/10.1103/PhysRevB.90.085118,-0.045842516240374914,0.0490737414234567,-0.051475196604421125,0.05343559102185198,0.08345810800405873,-0.004808403114713394,-0.08345810800405873,True,0.31256852607325336,0.4042358092627766,0.4614484389022395,0.5104076984507215,-0.048959259548482015,-0.09166728318952322
70,10.1103/PhysRevB.85.125207,https://doi.org/10.1103/PhysRevB.85.125207,0.03772656857644985,0.046128139564389055,0.05269766770109732,0.0580338966709377,0.1106303261586864,0.1106303261586864,-0.0022212129120210977,True,0.3909230098783235,0.39936733100418303,0.5543503800086703,0.5386048794943347,0.015745500514335653,-0.008444321125859522
71,10.1021/nl202935k,https://doi.org/10.1021/nl202935k,-0.0030556461382569657,0.007430070402682096,-0.007942248725718573,0.009474530767728391,0.01568145217579342,0.008977522357610401,-0.01568145217579342,True,0.7663174616301356,0.7693731077683923,0.9536436497835896,0.9555020006308356,-0.0018583508472459487,-0.003055646138256707
72,10.1002/adfm.201600718,https://doi.org/10.1002/adfm.201600718,-0.006825488117098971,0.0077931797962291684,-0.008465515046654966,0.008983511448015,0.01429306861300475,0.0008963415936016905,-0.01429306861300475,True,0.2544771216426829,0.2616435019037138,0.2903433801924524,0.2979188399383236,-0.007575459745871149,-0.007166380261030947
73,10.1111/j.1551-2916.2012.05284.x,https://doi.org/10.1111/j.1551-2916.2012.05284.x,0.015858008815645128,0.017468987322509386,0.01856974909395199,0.01939467698932678,0.02674700156320506,0.02674700156320506,0.000993790763964754,True,0.15845128026353036,0.1409466934972449,0.396484,0.38232300999521845,0.014160990004781548,0.017504586766285468
74,10.1016/j.jallcom.2013.03.167,https://doi.org/10.1016/j.jallcom.2013.03.167,-0.0009597118338726947,0.0014615116494017825,-0.0014960976946413866,0.0017271551614095246,0.003313516088341295,0.0020730437133129054,-0.003313516088341295,True,0.43139877349310757,0.43293060548479445,0.4788368515301086,0.480440606988217,-0.0016037554581084246,-0.0015318319916868828
75,10.1063/1.4893236,https://doi.org/10.1063/1.4893236,-0.007257725619521377,0.01297027030000228,-0.015062175325441615,0.016972059833326534,0.02905630756054889,0.00982423409362343,-0.02905630756054889,True,0.4844790768604667,0.4909875284426872,0.747692,0.7622240107298706,-0.014532010729870537,-0.00650845158222052
76,10.1021/nn2017183,https://doi.org/10.1021/nn2017183,0.0213185623119696,0.052844089688615085,0.06583613513456064,0.07565890513636117,0.13357975509967246,0.13357975509967246,-0.05132004666137126,True,0.11948198190179397,0.07077689416626455,0.3579478208887886,0.339475197047984,0.018472623840804614,0.04870508773552942
77,10.1021/cm803437x,https://doi.org/10.1021/cm803437x,-0.025671214469820566,0.04889579643381474,-0.059552955796853546,0.06663413774488448,0.104020034450514,0.03020349747564488,-0.104020034450514,True,0.6788581516712895,0.7045293661411101,1.23053,1.320698255571316,-0.09016825557131614,-0.02567121446982057
78,10.1021/ja910762q,https://doi.org/10.1021/ja910762q,0.029233514164970272,0.03510199797845122,0.03953735763019529,0.042970407554975124,0.06779582652074656,0.06779582652074656,0.0015974240391683492,True,0.7215662272098436,0.694004708352872,1.13431,1.1028211753670358,0.031488824632964096,0.027561518856971667
79,10.1039/c3ee40482j,https://doi.org/10.1039/c3ee40482j,-0.05835955855743072,0.08550276218397379,-0.09847126797677913,0.10809640775159332,0.18605246510204476,0.026428569686969106,-0.18605246510204476,True,1.0144812419062008,1.0698025506816706,1.6418100432691338,1.8199542124903085,-0.1781441692211747,-0.05532130877546981
80,10.1103/PhysRevB.82.115209,https://doi.org/10.1103/PhysRevB.82.115209,0.011993978710807082,0.029467444149184452,0.038942436274931144,0.047255831923045055,0.10626271542505927,0.10626271542505927,-0.029288797266859623,True,0.6967694501834437,0.6468170474848304,1.26687,1.2944227128252133,-0.02755271282521332,0.04995240269861334
81,10.1103/PhysRevB.83.195209,https://doi.org/10.1103/PhysRevB.83.195209,-0.0927776630390684,0.1050348770754893,-0.11327728110140883,0.1189997056639798,0.17297533739767013,-0.021859179054912414,-0.17297533739767013,True,0.6091264892944984,0.6907005335655257,0.9304396266184884,1.0894545411499168,-0.15901491453142835,-0.08157404427102732
82,10.1007/s11664-013-2500-8,https://doi.org/10.1007/s11664-013-2500-8,,,,,,,,False,,,,,,
83,10.1007/s11664-013-2819-1,https://doi.org/10.1007/s11664-013-2819-1,-0.011031817220061184,0.013413389110317489,-0.01516402763612287,0.01649931919800061,0.025861886974622106,0.0030425841676222642,-0.025861886974622106,True,0.57258649334849,0.5815269173967625,0.78963,0.796101065257912,-0.006471065257911968,-0.008940424048272555
84,10.1063/1.4890320,https://doi.org/10.1063/1.4890320,0.0025472577315491644,0.008381721141482959,0.0070391903479596046,0.010148909133425404,0.01900498481618751,0.01900498481618751,-0.017737205273356316,True,0.39517563886705587,0.3491786039987426,0.81978,0.647718824682298,0.17206117531770193,0.04599703486831325
85,10.1039/c5ee01147g,https://doi.org/10.1039/c5ee01147g,0.024740879458640102,0.041272209904736616,0.046985021329084976,0.053308306118495116,0.103871960458771,0.103871960458771,-0.03529603855584007,True,1.4595932139675534,1.4361709470240827,2.27876,2.2551436477896702,0.023616352210329872,0.023422266943470715
86,10.1016/j.jssc.2009.07.004,https://doi.org/10.1016/j.jssc.2009.07.004,0.002649580038946126,0.003427744905684985,0.00398310774747161,0.004469079744770945,0.00978655891936768,0.00978655891936768,-0.0018001938124728445,True,0.09236322384615386,0.09167199676660942,0.272607,0.26767023680382823,0.004936763196171756,0.0006912270795444431
87,10.1063/1.3517088,https://doi.org/10.1063/1.3517088,-0.01189415673781194,0.01343101750912645,-0.014639544185371852,0.01601756790489011,0.03131743020443012,0.010592192958211677,-0.03131743020443012,True,0.3710494235683852,0.3803950173979024,0.615355,0.6082581006228384,0.007096899377161625,-0.009345593829517163
88,10.1007/s11664-013-2832-4,https://doi.org/10.1007/s11664-013-2832-4,0.010402260960999532,0.01756202390648272,0.018311943025294083,0.021154839249153626,0.044017236571966434,0.044017236571966434,-0.020571986262212127,True,0.587436130781155,0.573875827401232,1.06123,1.0634826275234097,-0.0022526275234098225,0.013560303379922978
89,10.1016/j.jallcom.2015.03.117,https://doi.org/10.1016/j.jallcom.2015.03.117,0.009850052841043943,0.013426106152968879,0.015208432346597196,0.01671289331818292,0.027953603906528485,0.027953603906528485,-0.009153743504113576,True,0.6801461051173291,0.6742740696373228,1.02252,1.0275940688319922,-0.005074068831992129,0.005872035480006255
90,10.1021/nl400319u,https://doi.org/10.1021/nl400319u,-0.002916933126486243,0.013292143365287813,-0.014168056455935149,0.018619289667004126,0.04318841210473856,0.026951764585007698,-0.04318841210473856,True,0.7559275592310765,0.7569587613703902,1.20435,1.1964070752761795,0.007942924723820521,-0.001031202139313736
91,10.1103/PhysRevB.87.045203,https://doi.org/10.1103/PhysRevB.87.045203,-0.004101941510607113,0.022502407302271935,-0.02096788181886765,0.02965264850344436,0.05659950756401244,0.03970604199749861,-0.05659950756401244,True,0.8660482715024208,0.86887081982219,1.5652655277061585,1.5820503131121586,-0.016784785406000147,-0.002822548319769247
92,10.1039/c5tc03068d,https://doi.org/10.1039/c5tc03068d,0.04217982498798795,0.09393944921353678,0.10761851430911587,0.12215232838254224,0.21733989572778722,0.21733989572778722,-0.10761045518671386,True,0.9940446685854752,0.9313510983701873,1.71165,1.5757949212230475,0.13585507877695235,0.06269357021528799
93,10.1103/PhysRevB.87.144104,https://doi.org/10.1103/PhysRevB.87.144104,,,,,,,,False,,,,,,
94,10.1021/acsnano.6b03696,https://doi.org/10.1021/acsnano.6b03696,0.016074404227795592,0.026361575002945215,0.02590593871211221,0.034170522869902194,0.08510676428659769,0.04842848484986162,-0.08510676428659769,True,0.6537691669761301,0.6457291346745911,1.86667,1.957992810899325,-0.09132281089932492,0.008040032301538935
