sampleid,doi,doilink,TF_mat_complete,L1,L2,L3,L4,Linf,errMax,errMin,Tc_Ts_TEP,Tc_Ts_ZT,Tc_Ts_TEPZT,Th_Ts_TEP,Th_Ts_ZT,Th_Ts_TEPZT,avgZ_raw_on_Ts_ZT,avgZ_TEP_on_Ts_TEP,peakZ_raw_on_Ts_ZT,peakZ_TEP_on_Ts_TEP,davgZ,dpeakZ,avgZT_raw_on_Ts_ZT,avgZT_TEP_on_Ts_TEP,peakZT_raw_on_Ts_ZT,peakZT_TEP_on_Ts_TEP,davgZT,dpeakZT,Linf_over_avgZT,Linf_over_peakZT
11,10.1039/c5ee02979a,https://doi.org/10.1039/c5ee02979a,True,4.557143652617146e-05,5.341671802246903e-05,5.8531354818250965e-05,6.247934731154443e-05,9.704578961822153e-05,9.704578961822153e-05,-1.3457754191980708e-05,307.0,304.0,307.0,899.0,899.0,899.0,0.0012253305440915905,0.001184863449323221,0.0018461218642941803,0.0017724745409598097,4.046709476836956e-05,7.36473233343706e-05,0.813881716039293,0.7880715672880678,1.3901540867962467,1.3328187555491682,0.025810148751225226,0.05733533124707857,0.00012314337129580504,7.281244296283576e-05
12,10.1126/science.aaa4166,https://doi.org/10.1126/science.aaa4166,True,5.539106296302253e-05,6.292735814544985e-05,6.704389715131407e-05,7.04781710327538e-05,0.00010913946900169974,0.00010913946900169974,-3.7268842185906974e-05,300.0,299.0,300.0,480.0,480.0,480.0,0.0038633367957232583,0.0037975123859120175,0.005800956597807758,0.005783744926663543,6.582440981124085e-05,1.721167114421447e-05,1.428335020687645,1.4045429277877979,1.85714,1.8471287811282817,0.023792092899847184,0.010011218871718297,7.770461610140892e-05,5.908600965820806e-05
13,10.1038/ncomms10287,https://doi.org/10.1038/ncomms10287,True,-4.287988014573202e-05,6.927616646395848e-05,-7.361376911125477e-05,8.529725104243701e-05,0.000157861059594923,0.00011347598857326733,-0.000157861059594923,305.0,300.0,305.0,651.0,650.0,650.0,0.0013249546972378338,0.001380488290352712,0.0016652182956814151,0.0018180350492838335,-5.5533593114878146e-05,-0.00015281675360241838,0.6626490714642785,0.6936488266820572,0.994876033057851,1.07766877243387,-0.030999755217778646,-0.08279273937601905,0.00022758066260995872,0.0001464838395923827
14,10.1002/aenm.201100149,https://doi.org/10.1002/aenm.201100149,True,3.0400714154989188e-05,3.193513133451479e-05,3.327725731166181e-05,3.447625205224465e-05,5.131134980193531e-05,5.131134980193531e-05,5.291671485249498e-06,302.0,302.0,302.0,523.0,524.0,523.0,0.002439254285426866,0.0024129802582738336,0.003010294701986755,0.002980568781491938,2.627402715303217e-05,2.9725920494817065e-05,0.9774077137278809,0.9655779467663101,1.0597071248237115,1.0576010395725823,0.011829766961570787,0.0021060852511292083,5.314055687971685e-05,4.851673540588824e-05
15,10.1103/PhysRevLett.108.166601,https://doi.org/10.1103/PhysRevLett.108.166601,True,-5.441830446131776e-06,2.119020927748291e-05,-1.5103404627887586e-05,2.7945220563064263e-05,6.927156816832454e-05,6.927156816832454e-05,-4.701640726415836e-05,303.0,300.0,303.0,798.0,798.0,798.0,0.0018432794889246841,0.001850454185222526,0.002028812649913361,0.0020536577815608754,-7.17469629784185e-06,-2.4845131647514406e-05,1.0175432104066753,1.0256669291482337,1.332909227742511,1.365709938954938,-0.008123718741558372,-0.032800711212427114,6.753807322797393e-05,5.072202097418446e-05
16,10.1038/am.2016.67,https://doi.org/10.1038/am.2016.67,True,7.74686729787761e-06,1.0648441713478642e-05,1.21655905193716e-05,1.351535125235059e-05,2.6269872204593477e-05,2.6269872204593477e-05,-8.784469239368244e-06,322.0,322.0,322.0,573.0,574.0,573.0,0.0022297844940792197,0.0022245463396539816,0.002444671009632788,0.0024406175269086464,5.238154425238079e-06,4.0534827241414315e-06,0.9853393433718222,0.9820930947341019,1.1037112932259592,1.0915002325642058,0.0032462486377202726,0.01221106066175337,2.6748861534054416e-05,2.406767439973788e-05
17,10.1038/nature09996,https://doi.org/10.1038/nature09996,True,2.801142795407819e-06,1.3286348503061756e-05,7.52786710476527e-06,1.6592847059605363e-05,3.4000592861889965e-05,2.708245876052349e-05,-3.4000592861889965e-05,299.0,301.0,301.0,848.0,850.0,848.0,0.0015186028297996903,0.0015091771439092363,0.0022203841543909533,0.0022186674359761785,9.425685890453997e-06,1.716718414774849e-06,0.9733179621381792,0.9669352530974125,1.7532852151114782,1.779639254918565,0.006382709040766765,-0.026354039807086727,3.516325705674176e-05,1.9105328660243454e-05
18,10.1039/c0ee00456a,https://doi.org/10.1039/c0ee00456a,True,-2.1535115188095668e-05,3.0928266544978214e-05,-3.603561415987278e-05,4.0872388222414974e-05,8.960393549234391e-05,2.610081268302432e-05,-8.960393549234391e-05,300.0,298.0,300.0,750.0,751.0,750.0,0.0014147190796056789,0.00144000096713714,0.0020897681868241457,0.0021081157238909513,-2.528188753146113e-05,-1.834753706680568e-05,0.8214203891228009,0.8359460227577107,1.48542,1.552553372229571,-0.014525633634909774,-0.06713337222957105,0.00010718866177118541,5.7713916374846835e-05
19,10.1126/science.1156446,https://doi.org/10.1126/science.1156446,True,3.635339759496573e-06,2.4352056367369258e-05,2.0305523179918245e-05,2.8976950351053964e-05,5.310744052811024e-05,5.310744052811024e-05,-3.959557392473143e-05,299.0,298.0,299.0,525.0,525.0,525.0,0.003128929890620801,0.0031216684843888586,0.003994481644687163,0.004016385730607296,7.261406231942342e-06,-2.190408592013266e-05,1.2356520834488902,1.233821991213059,1.4401192292268206,1.4347087026609828,0.0018300922358311933,0.005410526565837737,4.304303287372638e-05,3.7016183445190515e-05
20,10.1038/nature08088,https://doi.org/10.1038/nature08088,True,-5.4947058539836946e-05,7.538475622982312e-05,-8.583476245838253e-05,9.293199530470834e-05,0.00014867507929884507,1.693910605669516e-05,-0.00014867507929884507,323.0,323.0,323.0,694.0,706.0,694.0,0.0007385197423625784,0.0007510440607888904,0.0020987806380096032,0.0021355926178277668,-1.2524318426311988e-05,-3.6811979818163545e-05,0.4524799034022062,0.45391680397703044,1.48173913043478,1.4821012767724702,-0.0014369005748242625,-0.00036214633769016125,0.0003275381699822871,0.00010031371109983157
21,10.1038/nmat1154,https://doi.org/10.1038/nmat1154,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,10.1038/35098012,https://doi.org/10.1038/35098012,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,10.1073/pnas.1403601111,https://doi.org/10.1073/pnas.1403601111,True,7.543721253708307e-05,7.954438754261411e-05,8.276754216990946e-05,8.539157269480518e-05,0.0001176664278049514,0.0001176664278049514,7.572214647149679e-06,321.0,322.0,322.0,759.0,774.0,759.0,0.0018724145032867057,0.0017686195086839128,0.0026736834088877926,0.0026111184282377863,0.00010379499460279286,6.256498065000627e-05,1.120665997963219,1.0460386752567066,2.01094,1.9368980428029876,0.0746273227065124,0.07404195719701256,0.00011248764561795489,6.074993376247625e-05
24,10.1038/ncomms10892,https://doi.org/10.1038/ncomms10892,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,10.1021/ja306527n,https://doi.org/10.1021/ja306527n,True,-1.275005208087482e-05,6.681146353194537e-05,-3.629917154799798e-05,7.153248326816272e-05,9.448180200080929e-05,9.448180200080929e-05,-9.384066210312058e-05,303.0,300.0,303.0,930.0,931.0,930.0,0.0007740320191931732,0.000788185654997033,0.0014032232495346357,0.0013629496449739595,-1.4153635803859795e-05,4.027360456067622e-05,0.5446547028624229,0.543751504122636,1.30522088353413,1.2675431698257822,0.0009031987397869479,0.037677713708347715,0.00017375915521053927,7.453931688480114e-05
26,10.1021/ja301772w,https://doi.org/10.1021/ja301772w,True,0.00018282577747779862,0.00018438672499808626,0.00018583298706161542,0.00018716912048373458,0.0002219517313245445,0.0002219517313245445,0.00013304057579585057,303.0,303.0,303.0,932.0,931.0,931.0,0.0008855839638355978,0.0007034106072867021,0.0013107107945817531,0.0011137833715665873,0.00018217335654889576,0.00019692742301516582,0.6020454984428388,0.4864059572363586,1.21968031968031,1.0380461023000593,0.11563954120648023,0.18163421738025076,0.0004563096483966207,0.00021381683417793593
27,10.1038/nature13184,https://doi.org/10.1038/nature13184,True,4.696855478211683e-06,7.854603087272277e-05,9.524293114363734e-05,0.00012496101329768675,0.00029005759660683276,0.00029005759660683276,-9.228849434934227e-05,302.0,298.0,302.0,971.0,973.0,971.0,0.0012159854563251284,0.0012128327861717304,0.00287849040448527,0.002889273927810662,3.152670153398025e-06,-1.0783523325392022e-05,0.9567831699858859,0.9464082472152736,2.6167583726058967,2.6662672430300716,0.01037492277061225,-0.049508870424174845,0.0003064825327339473,0.00010878789339856182
28,10.1126/science.aad3749,https://doi.org/10.1126/science.aad3749,True,7.673210379459421e-05,8.005160527055507e-05,8.302145489475118e-05,8.564326254185836e-05,0.0001210489112522862,0.0001210489112522862,2.627848445362806e-05,304.0,300.0,304.0,773.0,774.0,773.0,0.002852881564807889,0.0027803986284524337,0.0030100299178117992,0.002982997207889922,7.248293635545543e-05,2.703270992187711e-05,1.5400310407219902,1.5046214836524203,2.0467778632850426,2.008977221073179,0.03540955706956983,0.03780064221186352,8.045140426843026e-05,6.025399889184551e-05
29,10.1063/1.4807771,https://doi.org/10.1063/1.4807771,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,10.1063/1.4807771,https://doi.org/10.1063/1.4807771,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10.1016/j.jssc.2006.12.010,https://doi.org/10.1016/j.jssc.2006.12.010,True,2.2499035409576364e-06,2.594902804005232e-06,2.8318670009705656e-06,3.025573061578873e-06,4.768145108293483e-06,4.768145108293483e-06,-6.569035545063093e-07,319.0,318.0,319.0,505.0,505.0,505.0,0.0018167405241560624,0.0018143976561089288,0.001875653752089717,0.001871558619354794,2.3428680471335346e-06,4.095132734923063e-06,0.7461407259735232,0.746082216120837,0.856023506366307,0.8559383889261054,5.8509852686183805e-05,8.511744020156531e-05,6.390911088974709e-06,5.570663928598633e-06
32,10.1016/j.jallcom.2007.05.063,https://doi.org/10.1016/j.jallcom.2007.05.063,True,1.299083479262375e-05,1.5248816925242587e-05,1.688587638992963e-05,1.834221850096638e-05,3.4580532904410904e-05,3.4580532904410904e-05,-5.731315515782802e-06,319.0,318.0,319.0,534.0,534.0,534.0,0.0018409973616294098,0.0018255908233805514,0.0023940578212541374,0.0023746380974026112,1.5406538248858388e-05,1.9419723851526148e-05,0.7548820212611215,0.7497314281967485,0.863016710267472,0.8587414791669091,0.0051505930643729325,0.004275231100562826,4.612389397571859e-05,4.0268851270534316e-05
33,10.3938/jkps.66.1726,https://doi.org/10.3938/jkps.66.1726,True,-2.710408065512201e-05,2.9317082930911115e-05,-3.081043857812613e-05,3.184911160190764e-05,4.214540704204671e-05,-8.84266701939437e-06,-4.214540704204671e-05,322.0,323.0,323.0,523.0,524.0,523.0,0.0015950032276461227,0.0016242696678791825,0.0017254358520063262,0.001739423179746792,-2.9266440233059873e-05,-1.398732774046587e-05,0.668128244371732,0.6795893562993819,0.7287410215128938,0.7433128012797604,-0.01146111192764987,-0.014571779766866633,6.201599046745554e-05,5.669942313583869e-05
34,10.1063/1.3427427,https://doi.org/10.1063/1.3427427,True,1.7336182254531584e-05,2.1865160330575495e-05,2.5239395647350606e-05,2.8538423240336767e-05,5.8616457056685084e-05,5.8616457056685084e-05,-1.3521319506159656e-05,302.0,303.0,303.0,513.0,513.0,513.0,0.003580014734969773,0.0035715994238711833,0.005687593266761104,0.00564565842654001,8.415311098589496e-06,4.193484022109364e-05,1.3759707029142876,1.370497919306805,1.8018702155189772,1.7840280627866432,0.005472783607482601,0.017842152732334027,4.277019047670876e-05,3.285624160257124e-05
35,10.1039/c3ra23197f,https://doi.org/10.1039/c3ra23197f,True,-3.2104893946973835e-05,4.1363904123437816e-05,-4.875868412597653e-05,5.4230308810489076e-05,9.532064819299578e-05,-6.009853263232927e-06,-9.532064819299578e-05,324.0,316.0,324.0,512.0,512.0,512.0,0.0007289138568294922,0.000771742411048088,0.000943041015625,0.0010383616638179958,-4.2828554218595784e-05,-9.532064819299578e-05,0.30984613286703744,0.3311937678538531,0.482837,0.5316411718748139,-0.02134763498681569,-0.04880417187481384,0.000287809305140845,0.00017929508329245998
36,Enhancing Figure of Merit of Bi0.5Sb1.5Te3 Through Nano-composite Approach,https://doi.org/Enhancing Figure of Merit of Bi0.5Sb1.5Te3 Through Nano-composite Approach,True,2.095918557001701e-05,2.2123308187910337e-05,2.2931098086331505e-05,2.360992977934059e-05,3.221672312901701e-05,3.221672312901701e-05,-6.0729603928951804e-06,301.0,300.0,301.0,401.0,401.0,401.0,0.0036694531021330217,0.003648772000082474,0.003736002669296088,0.0037264177053591965,2.0681102050547524e-05,9.58496393689166e-06,1.2859223246428884,1.2806500134855352,1.4181954160222703,1.4094305960682814,0.00527231115735316,0.008764819953988923,2.5156539874101127e-05,2.2857970600956244e-05
37,10.1002/aenm.201401391,https://doi.org/10.1002/aenm.201401391,True,8.621402068743424e-06,1.3788556607958372e-05,1.5162281317602942e-05,1.65148436663846e-05,2.59870132752586e-05,2.59870132752586e-05,-1.0573489544212942e-05,300.0,300.0,300.0,500.0,501.0,500.0,0.002534862081077639,0.0025341688714063883,0.0037481265496545637,0.0037285641586736716,6.932096712508086e-07,1.956239098089207e-05,0.960875813363304,0.9597348619757123,1.2265014859521333,1.2284807006253837,0.0011409513875916266,-0.0019792146732504623,2.707728384666748e-05,2.1153782279224548e-05
38,10.1002/aenm.201500411,https://doi.org/10.1002/aenm.201500411,True,5.083539495136033e-06,1.5493659792628e-05,1.615404949998581e-05,2.1673320621311924e-05,5.3149421031811576e-05,5.3149421031811576e-05,-3.452291470660684e-05,299.0,298.0,299.0,531.0,532.0,531.0,0.0025749743136304027,0.002570993135786527,0.003684697986577181,0.003636441185569736,3.9811778438756e-06,4.825680100744483e-05,1.015621761627629,1.0150289393541732,1.1871782129436326,1.1955728531306813,0.0005928222734559174,-0.008394640187048719,5.2362468665798496e-05,4.4455192247495864e-05
39,10.1007/s11664-012-2280-6,https://doi.org/10.1007/s11664-012-2280-6,True,1.494478216147447e-05,1.7618099247055073e-05,1.9321395486816287e-05,2.086599644210731e-05,4.050784292629773e-05,4.050784292629773e-05,-7.6149094501514435e-06,310.0,309.0,310.0,443.0,444.0,443.0,0.0034096863613959326,0.0033963163825595282,0.004746051779935275,0.004690805692858099,1.3369978836404346e-05,5.5246087077175446e-05,1.2490915491551622,1.2452526854552255,1.4700610653643877,1.4634790650050296,0.00383886369993669,0.006582000359358187,3.252981776264094e-05,2.76791406825888e-05
40,10.1039/c3ta12623d,https://doi.org/10.1039/c3ta12623d,True,-3.825253232435947e-05,4.4041762545398435e-05,-4.8581850591996436e-05,5.2060404943839745e-05,8.454889324921834e-05,-8.142491422588431e-06,-8.454889324921834e-05,300.0,301.0,301.0,480.0,481.0,480.0,0.0019166177560647408,0.001958640556282313,0.002106532809528661,0.0021653660297491647,-4.2022800217572176e-05,-5.8833220220503614e-05,0.7395065203639679,0.7531255795699173,0.7999155466620063,0.8031725432310417,-0.013619059205949413,-0.003256996569035442,0.00011226400422822067,0.0001052686548634879
41,10.1002/adfm.201402663,https://doi.org/10.1002/adfm.201402663,True,5.944952540619597e-08,5.09065906500081e-06,4.76638728520507e-06,7.2437090689481095e-06,1.41520997502298e-05,1.41520997502298e-05,-1.3612273151932582e-05,298.0,298.0,298.0,473.0,473.0,473.0,0.001205084483387484,0.001205025033862078,0.0016253638138334849,0.001634989919240149,5.9449525406001305e-08,-9.626105406664075e-06,0.47918411098132,0.4792520431185585,0.767453,0.7632766870476766,-6.793213723849112e-05,0.004176312952323458,2.9529555384135984e-05,1.8541244597643288e-05
42,10.1063/1.1863440,https://doi.org/10.1063/1.1863440,True,2.9727034541545732e-05,3.4729701431800954e-05,3.8310752395117886e-05,4.116624268754981e-05,6.827448959579284e-05,6.827448959579284e-05,-8.434563119876122e-06,308.0,307.0,308.0,508.0,508.0,508.0,0.0022226448522192936,0.002192618645292627,0.002386045562179037,0.002336924400416054,3.002620692666661e-05,4.912116176298328e-05,0.8985755169884057,0.8880350050003054,1.0087684735481304,1.0062136136574134,0.010540511988100243,0.0025548598907170206,7.688265576396886e-05,6.785287802619448e-05
43,10.3365/eml.2010.12.201,https://doi.org/10.3365/eml.2010.12.201,True,4.3836973224513015e-05,4.681237594654508e-05,4.9413017266048586e-05,5.174771742972027e-05,7.613619840145811e-05,7.613619840145811e-05,3.6820106373482847e-06,322.0,322.0,322.0,573.0,574.0,573.0,0.0021988385818824587,0.0021605650063267726,0.003363229813664596,0.003320332978936249,3.827357555568614e-05,4.289683472834694e-05,0.9229198243452819,0.9057489266689123,1.2034842183048433,1.178403356780818,0.01717089767636959,0.025080861524025222,8.405883370070938e-05,6.460962450874907e-05
44,10.1007/s11664-012-2356-3,https://doi.org/10.1007/s11664-012-2356-3,True,6.41592754918395e-06,2.544761694344392e-05,2.6813167969169917e-05,3.184705696807493e-05,5.66452941816553e-05,5.66452941816553e-05,-2.916283885364074e-05,321.0,319.0,321.0,521.0,520.0,520.0,0.0026489745758087806,0.002624955364548214,0.003765924764890282,0.003689785903589671,2.4019211260566456e-05,7.613886130061103e-05,1.0690813082097128,1.0635532100483631,1.2305166625621955,1.2227800683009147,0.005528098161349693,0.007736594261280816,5.3260423311664355e-05,4.63250061479702e-05
45,10.1039/c3ce40643a,https://doi.org/10.1039/c3ce40643a,True,3.904998599525817e-07,5.135054584725936e-06,4.231065574179248e-06,6.470627989825513e-06,1.1011857449786636e-05,1.1011857449786636e-05,-9.09576837751665e-06,298.0,296.0,298.0,465.0,469.0,465.0,0.0005678959447521363,0.0005699842225043433,0.0006071350942010872,0.0006071947561232746,-2.088277752207001e-06,-5.966192218737065e-08,0.21698896896158118,0.21710895932910523,0.24422002694533207,0.24206096078761627,-0.00011999036752405323,0.0021590661577158,5.072041929460074e-05,4.549208353943705e-05
46,10.1021/nl101156v,https://doi.org/10.1021/nl101156v,True,1.8320089911647976e-05,2.866885470398912e-05,3.0251034749469692e-05,3.4245024517539815e-05,7.28067144862639e-05,7.28067144862639e-05,-2.852000356175048e-05,297.0,296.0,297.0,524.0,526.0,524.0,0.0022773688423160647,0.0022660348717413485,0.003057337837837838,0.0029832730996411125,1.1333970574716173e-05,7.406473819672552e-05,0.893919399009179,0.8893534523757379,1.0362489636752927,1.0475391524151654,0.00456594663344112,-0.011290188739872642,8.186476849195859e-05,6.950261889343571e-05
47,10.1007/s11664-013-2822-6,https://doi.org/10.1007/s11664-013-2822-6,True,-1.3479260938645184e-06,5.604930221796479e-06,-4.658015802439813e-06,6.566163157082335e-06,1.3995464588865796e-05,9.279376700088281e-06,-1.3995464588865796e-05,323.0,321.0,323.0,523.0,524.0,523.0,0.0020064555812452727,0.002007686984416341,0.0023379719626168225,0.002326909347909354,-1.2314031710681204e-06,1.1062614707468572e-05,0.8314402749664331,0.8336384925662342,0.8926551059427937,0.8956184958703047,-0.0021982175998011,-0.0029633899275109954,1.6788409740753218e-05,1.562659173900367e-05
48,10.3938/jkps.64.1416,https://doi.org/10.3938/jkps.64.1416,True,-5.755391920620555e-06,1.0169474106292401e-05,-9.04549842565543e-06,1.1706781444770093e-05,2.191823489738811e-05,2.191823489738811e-05,-1.6704279078692645e-05,322.0,322.0,322.0,524.0,523.0,523.0,0.0013503358651957233,0.0013543747485808841,0.0015626863354037267,0.0015407681005063386,-4.038883385160856e-06,2.191823489738811e-05,0.5616003251946001,0.56403721675378,0.597125082,0.6029069341330914,-0.002436891559179921,-0.0057818521330913475,3.8859554381065084e-05,3.635425910120594e-05
49,10.3938/jkps.65.696,https://doi.org/10.3938/jkps.65.696,True,-1.5877793390126394e-05,3.6874846825336124e-05,-4.084376144570902e-05,4.716989752673296e-05,8.48414180668047e-05,4.243054901083461e-05,-8.48414180668047e-05,322.0,322.0,322.0,523.0,524.0,523.0,0.002562231743692793,0.0025816932177731068,0.002878354037267081,0.0028412791173980795,-1.9461474080313765e-05,3.7074919869001504e-05,1.0669432977198625,1.0758091829141583,1.137301694255112,1.1773468435826437,-0.008865885194295764,-0.04004514932753178,7.886288703818809e-05,7.20615326989232e-05
50,10.1007/s11664-014-3485-7,https://doi.org/10.1007/s11664-014-3485-7,True,-4.417705163189725e-05,5.9833555596219816e-05,-5.959784978849091e-05,6.426607834978994e-05,8.793174040917133e-05,6.79357295879624e-05,-8.793174040917133e-05,323.0,322.0,323.0,523.0,524.0,523.0,0.002558301373171335,0.0026043554262931306,0.0029008788819875776,0.0028718415061461475,-4.6054053121795824e-05,2.9037375841430013e-05,1.0649845178756403,1.086650005061965,1.131329492039881,1.17283327351301,-0.02166548718632466,-0.04150378147312894,8.092002024530164e-05,7.497377708750341e-05
51,10.3938/jkps.64.1692,https://doi.org/10.3938/jkps.64.1692,True,-6.123441970763005e-06,2.997243260171755e-05,-2.6550629010874882e-05,3.471647611560041e-05,5.0122752808133856e-05,4.5698950913043886e-05,-5.0122752808133856e-05,322.0,321.0,322.0,523.0,523.0,523.0,0.002018608520357496,0.0020230919348003416,0.0023498940809968845,0.0023002645411565976,-4.483414442845498e-06,4.9629539840286875e-05,0.8355364504398275,0.8401217883102682,0.9016736216322362,0.8952185918305435,-0.004585337870440687,0.006455029801692658,5.966129376187879e-05,5.5989401097717176e-05
52,10.1002/aenm.201100338,https://doi.org/10.1002/aenm.201100338,True,-1.4482739493946257e-06,2.210576940159578e-06,-2.5625667935930814e-06,2.872066914299988e-06,5.200131187525162e-06,1.7951619710053664e-06,-5.200131187525162e-06,303.0,302.0,303.0,423.0,424.0,423.0,0.0011937985404760845,0.0011962749758059328,0.0012638980023322187,0.001266589556301232,-2.4764353298482953e-06,-2.691553969013218e-06,0.43106653148983065,0.43198717985270557,0.45264788103651354,0.4523927573845394,-0.0009206483628749207,0.0002551236519741651,1.2037697945800724e-05,1.1494726877567995e-05
