sampleid,Temperature,alpha,rho,kappa,sigma,ZT_tep_reevaluated,autoTcTh_buffer_dT,is_Temp_in_autoTcTh_range,ZT_author_declared,is_Temp_in_ZT_author_declared,autoTc,autoTh,dbname,version,versionlabel,update,pykeri_compatible,interpolation_method,extrapolation_method
1.0,717.217234499693,0.000268620388561449,3.304117756899801e-05,1.007095222049219,30265.265150182888,1.5552585961709595,0.0,True,1.5716883666898365,True,299.575404133415,823.294406883835,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
1.0,740.797012482095,0.000281410991049989,3.6938664917819654e-05,0.9818332681736911,27071.904256008667,1.617567436172818,0.0,True,1.6298164233532109,True,299.575404133415,823.294406883835,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
1.0,765.575762226315,0.00028188471706808296,3.8212878907204834e-05,0.958719758436592,26169.18768220458,1.6604652844650671,0.0,True,1.681297101606251,True,299.575404133415,823.294406883835,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
1.0,813.934289952936,0.000288753744330447,4.317402368884371e-05,0.94396267677577,23162.075585241382,1.66520323359548,0.0,True,1.7013901427032951,True,299.575404133415,823.294406883835,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
1.0,863.092132187436,0.00029704394964709293,4.914893617021288e-05,0.942259322163345,20346.3203463203,1.6444247877272786,0.0,False,1.68117029257314,False,299.575404133415,823.294406883835,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
2.0,302.117,8.024519999999999e-05,6.6814401169215485e-06,2.826520885917661,149668.33235059312,0.1030127572908476,0.0,True,0.09959379238645398,True,302.117,915.035,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
2.0,322.895,8.77739e-05,6.6807868428136115e-06,2.67945741439015,149682.9675198633,0.13896890536550427,0.0,True,0.14339541334486625,True,302.117,915.035,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
2.0,370.247,0.00011312,7.368614587308488e-06,2.315071111966141,135710.7212151351,0.2777283179536269,0.0,True,0.27373313114534664,True,302.117,915.035,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
2.0,422.208,0.000137088,9.074675913350709e-06,1.9777129479586817,110196.77281574265,0.4421106312040508,0.0,True,0.43877293604139656,True,302.117,915.035,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
2.0,469.57,0.000165865,1.1463722248848102e-05,1.7472908773241516,87231.70173636072,0.6449395115361601,0.0,True,0.6414243443303974,True,302.117,915.035,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
2.0,520.41,0.000201502,1.4967352348891255e-05,1.5102924058538598,66812.08384020421,0.9347561563447471,0.0,True,0.8894570362031182,True,302.117,915.035,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
2.0,572.376,0.000227529,1.9886155625748137e-05,1.3598405476142543,50286.24027789579,1.0957616856825323,0.0,True,1.0591366923658971,True,302.117,915.035,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
2.0,621.985,0.00023502999999999998,2.1716594541221614e-05,1.279940186915888,46047.735435767245,1.236075830026332,0.0,True,1.2281868648331666,True,302.117,915.035,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
2.0,671.569,0.000233608,2.0955722228619302e-05,1.2018935563207085,47719.66287252541,1.4551153537909454,0.0,True,1.4368549107474586,True,302.117,915.035,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
2.0,693.492,0.000237705,2.0579793774127297e-05,1.1733177766847025,48591.35183644015,1.6227866278623126,0.0,True,1.5779723972591377,True,302.117,915.035,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
2.0,717.717,0.00024042599999999996,2.1016357250490848e-05,1.142121982292179,47581.98521661714,1.7284075813210522,0.0,True,1.699055398992815,True,302.117,915.035,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
2.0,743.102,0.000245891,2.153368437972545e-05,1.120267800483189,46438.87141494129,1.862488071130274,0.0,True,1.8560354266538237,True,302.117,915.035,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
2.0,768.479,0.000247925,2.205259598800366e-05,1.1016859303402455,45346.135237048176,1.9442635028013455,0.0,True,1.919019072982934,True,302.117,915.035,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
2.0,791.537,0.000245844,2.2570498983490895e-05,1.0741056794845982,44305.62216331354,1.9733416124034848,0.0,True,1.939590654941843,True,302.117,915.035,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
2.0,816.931,0.000254054,2.383168763291326e-05,1.0406440869740285,41960.93937631713,2.126084062947144,0.0,True,2.081015831884695,True,302.117,915.035,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
2.0,842.313,0.00025814699999999997,2.551667701083504e-05,1.0022304795277914,39190.05596125915,2.1949061006366404,0.0,True,2.1387249819983705,True,302.117,915.035,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
2.0,865.388,0.000262242,2.680378911482536e-05,0.9659084091883914,37308.158026317746,2.2987049239658273,0.0,True,2.1519906552449553,True,302.117,915.035,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
2.0,915.035,0.000283468,3.310607928289751e-05,0.9406409161465673,30205.932616025497,2.3610988443668712,0.0,True,2.21339491916859,False,302.117,915.035,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
4.0,300.0,9.34518e-05,1.6985484205198237e-06,8.33279,588738.0,0.18510929534491347,0.0,True,0.192642,False,300.0,1200.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
4.0,350.0,0.000104928,1.976847165991903e-06,7.62806,505856.0,0.25554279435048055,0.0,True,0.260608,True,300.0,1200.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
4.0,400.0,0.00011600799999999999,2.3092554960280804e-06,7.07993,433040.0,0.3292569271139437,0.0,True,0.336711,True,300.0,1200.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
4.0,450.0,0.000126694,2.691464021854688e-06,6.61011,371545.0,0.4060012252645462,0.0,True,0.418228,True,300.0,1200.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
4.0,500.0,0.00013698400000000002,3.1239066326785625e-06,6.1925,320112.0,0.48500434710865353,0.0,True,0.497044,True,300.0,1200.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
4.0,550.0,0.000148064,3.5714285714285714e-06,5.93148,280000.0,0.5691891411222831,0.0,True,0.589415,True,300.0,1200.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
4.0,600.0,0.000159145,4.1040962985155484e-06,5.61827,243659.0,0.6590480790443117,0.0,True,0.673656,True,300.0,1200.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
4.0,650.0,0.000169436,4.681428772061233e-06,5.40946,213610.0,0.7368725920288279,0.0,True,0.757893,True,300.0,1200.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
4.0,700.0,0.00017933099999999997,5.198396814422432e-06,5.17455,192367.0,0.836886890527837,0.0,True,0.844842,True,300.0,1200.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
4.0,750.0,0.000187647,5.88713190707751e-06,4.99184,169862.0,0.8986282990036677,0.0,True,0.918233,True,300.0,1200.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
4.0,800.0,0.00019517299999999998,6.455444521909779e-06,4.86134,154908.0,0.9710627899306002,0.0,True,0.988908,True,300.0,1200.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
4.0,850.0,0.000202699,7.145204853023136e-06,4.70473,139954.0,1.0388976137485257,0.0,True,1.06229,True,300.0,1200.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
4.0,900.0,0.00021022499999999997,7.842399146746973e-06,4.60033,127512.0,1.102486557565544,0.0,True,1.12483,True,300.0,1200.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
4.0,950.0,0.000216961,8.503979862575686e-06,4.46982,117591.99999999999,1.1764533089547586,0.0,True,1.19279,True,300.0,1200.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
4.0,1000.0,0.000222512,9.180713157798098e-06,4.39152,108923.99999999999,1.2280487040580608,0.0,True,1.25262,True,300.0,1200.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
4.0,1050.0,0.00022924799999999998,9.850858009732648e-06,4.33931,101514.0,1.2909388584539263,0.0,True,1.31516,True,300.0,1200.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
4.0,1100.0,0.000235589,1.0485367669417329e-05,4.26101,95371.0,1.3664900872436254,0.0,True,1.36955,True,300.0,1200.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
4.0,1150.0,0.000240745,1.120802315129262e-05,4.18271,89221.8,1.421757796598611,0.0,True,1.41582,True,300.0,1200.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
4.0,1200.0,0.000245902,1.1858105904743836e-05,4.20881,84330.5,1.4538872323118759,0.0,True,1.46208,False,300.0,1200.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,329.4201,6.855629999999999e-05,2.5539941558851373e-06,2.306981501537076,391543.57408990635,0.262773051556028,0.0,True,0.462543,False,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,338.4233,6.855629999999999e-05,2.872077564804837e-06,2.258633580746739,348180.01165924355,0.24519581411526542,0.0,True,0.462543,False,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,348.0696,7.23592e-05,2.8891714559482743e-06,2.2004867431399013,346119.9915779257,0.28665632940440894,0.0,True,0.462543,False,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,359.0021,7.67958e-05,2.908544579832627e-06,2.1474728398829566,343814.56861065037,0.33897566570676024,0.0,True,0.462543,False,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,369.2915,7.96479e-05,2.9267780873465215e-06,2.0969979324429757,341672.64143576426,0.38170704342292333,0.0,True,0.462543,False,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,389.87,8.69366e-05,3.3101939492974967e-06,2.0001262697996434,302097.1022595894,0.4450555963045232,0.0,True,0.47606014174239436,True,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,400.16,9.359160000000002e-05,3.671322774115683e-06,1.9468917257972431,272381.3899040439,0.49039163147384884,0.0,True,0.4898503484034147,True,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,409.163,9.70775e-05,3.951827534119395e-06,1.9091424206834677,253047.48027745972,0.5110897967236301,0.0,True,0.5105416998657977,True,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,419.452,0.000102465,4.176518472547621e-06,1.8686714237785698,239433.8745471927,0.5642687607667336,0.0,True,0.5638729836560583,True,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,428.455,0.00010753499999999999,4.36574471325252e-06,1.823028318084265,229055.99518094378,0.6225197618314197,0.0,True,0.6105385048888036,True,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,439.388,0.00011260599999999999,4.589095674955595e-06,1.7854055994862854,217907.85610711336,0.6799973976368942,0.0,True,0.6714484785521541,True,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,449.034,0.000119261,4.809116855451407e-06,1.7500195303183195,207938.3866221598,0.7588708901682327,0.0,True,0.7393699959450105,True,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,459.324,0.00012464800000000002,5.261017097219485e-06,1.7098389495412842,190077.31423806108,0.7933500404542453,0.0,True,0.7764400007439785,True,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,469.613,0.00013003500000000002,5.362306252555287e-06,1.6671307692307689,186486.9242638785,0.8882584626435835,0.0,True,0.8582730020777681,True,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,479.902,0.000135106,5.5932054956851194e-06,1.635232263235128,178788.35325672379,0.9577708378472383,0.0,True,0.9540697038670287,True,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,490.835,0.000141761,5.960590965281431e-06,1.5924083999999998,167768.5997621185,1.0392146959695303,0.0,True,1.01753925010989,True,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,497.909,0.000146831,6.152649768831755e-06,1.575286481869629,162531.5981848706,1.107551040164702,0.0,True,1.0686213037362637,True,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,509.484,0.000151901,6.521387142591905e-06,1.5408112363569662,153341.60940528876,1.1699367842121149,0.0,True,1.1712325726563382,True,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,520.4169999999999,0.000158556,6.814825639305445e-06,1.507786150298711,146738.8973581895,1.2732753705413498,0.0,True,1.2769907775398082,True,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,530.7059999999999,0.000164894,7.123787992502708e-06,1.4755016015410019,140374.7558254724,1.3728182145887573,0.0,True,1.3654079944134077,True,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,542.2819999999999,0.000170282,7.349909712216858e-06,1.445688329490673,136056.09308884735,1.479810125618115,0.0,True,1.468488697071626,True,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,551.928,0.00017503499999999998,7.673577248421835e-06,1.4226681202849958,130317.31715552381,1.5489263056349163,0.0,True,1.5389181467563293,True,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
5.0,561.574,0.00017852099999999998,7.890177961267234e-06,1.4021777162092184,126739.85363942171,1.6176916902228686,0.0,True,1.6167382678801065,True,329.4201,713.343,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
